¿Cuál es la traducción literal al español del término hebreo 'Bo'?,Ven.
¿Qué dos letras hebreas componen la palabra 'Bo' y qué representan simbólicamente?,La 'Bet' (hogar o casa) y la 'Alef' (Adonay).
¿Qué concepto enseña la palabra 'Bo' (Ven) sobre la misión de Moisés ante el Faraón?,"Que Moisés no iría solo, sino en colaboración y compañía divina de Adonay."
¿Qué capítulos y versículos de Éxodo abarca la porción de la Torá conocida como Parashat Bo?,Desde Éxodo 10:1 hasta Éxodo 13:16.
¿Cuáles son las tres últimas plagas de Egipto relatadas en Parashat Bo?,"Las langostas, las tinieblas y la muerte de los primogénitos."
¿Qué propósito general tenían las plagas respecto a las deidades de Egipto?,Ejecutar juicio y desmantelar la supuesta autoridad de los dioses falsos egipcios.
¿Qué dios egipcio fue desafiado directamente por la señal de las tinieblas?,"Ra, el dios del sol."
¿Por qué razón escogió Adonay a Israel como Su pueblo según Deuteronomio 7:7-8?,Por Su amor incondicional y para cumplir el juramento hecho a sus padres.
¿Cómo se define el 'amor incondicional' de Adonay en el contexto del Éxodo?,"Un amor que no depende de los méritos, cualidades o acciones del pueblo."
¿Qué significado espiritual tiene el nombre de Egipto en hebreo (Mitzrayim)?,Lugar de opresión.
Concepto: Lev kashé,"Un corazón duro, severo, rígido u obstinado en la necedad."
Concepto: Lev chazak,"Un corazón fortalecido o reforzado en una dirección (en este caso, negativa)."
Concepto: Lev kaved,"Un corazón pesado o de piedra, que se ha vuelto totalmente insensible a la voluntad divina."
¿Quién endureció el corazón del Faraón durante las primeras siete plagas?,El propio Faraón mediante su obstinación y resistencia inicial.
¿Bajo qué circunstancia se dice que Adonay endurece el corazón del Faraón en Parashat Bo?,Como un juicio divino y castigo tras la continua y voluntaria resistencia del Faraón.
¿Cuál era el objetivo de que Adonay mostrara Sus señales mediante el endurecimiento del Faraón?,Para que fueran contadas a las generaciones futuras y supieran que Él es Adonay.
¿Qué significa ser entregado a una 'mente reprobada' según Romanos 1:28?,Ser abandonado a los propios deseos e injusticias por no querer tener en cuenta a Elohim.
¿Qué metáfora médica usa 1 Timoteo 4:2 para describir un corazón endurecido?,Tener la conciencia cauterizada (quemada e insensible).
¿Qué es la 'anomía' mencionada en Mateo 24:12 en relación con los tiempos finales?,Vivir sin Torá o violar sistemáticamente la instrucción y ley divina.
¿Qué cambio de corazón promete Adonay en Ezequiel 36:26?,Quitar el corazón de piedra y dar un corazón de carne.
¿Qué evidencia existe de haber recibido el Espíritu de Adonay según Ezequiel 36:27?,Andar en Sus estatutos y guardar Sus preceptos.
¿Qué característica de un corazón endurecido implica ignorar conscientemente las enseñanzas bíblicas?,No obedecer los mandamientos.
¿Qué significa 'no reconocer la mano de Adonay' como señal de endurecimiento?,"Atribuir los éxitos o la protección a la casualidad, la suerte o al esfuerzo puramente humano."
¿Cómo reacciona un corazón endurecido ante las crisis o dificultades resueltas?,Se obstina en continuar pecando sin cambiar su curso de vida tras pasar el problema.
¿Qué busca una persona endurecida cuando pide ayuda a Dios sin querer comprometerse?,Quiere los beneficios o bendiciones de Elohim pero no desea escucharlo ni obedecerlo.
¿Qué prioriza un corazón endurecido según el ejemplo de las negociaciones del Faraón?,"Sus propios deseos mundanos, el control y el estatus por encima de la voluntad de Adonay."
¿Cuál es la diferencia entre reconocer el pecado y el arrepentimiento genuino?,Reconocerlo es admitir la falta (a veces por culpa); arrepentirse es cambiar totalmente la dirección de vida.
¿Qué falta de sentimiento hacia los demás indica un corazón endurecido?,La falta de compasión y empatía.
¿Qué estrategia del adversario se ve cuando el Faraón intenta que los niños no salgan de Egipto?,Dividir a la familia para apartar a las nuevas generaciones de la fe.
¿Qué intentó el Faraón al permitir la salida del pueblo pero reteniendo su ganado?,Mantener un control parcial y evitar que el pueblo tuviera sacrificios para Adonay.
¿Qué instrucción detallada dio Adonay para que el ángel de la muerte no hiriera a los israelitas?,Marcar los dinteles y postes de las puertas con la sangre de un cordero.
¿Qué conmemoración perpetua se estableció a partir de la liberación en Egipto?,Pésaj (la Pascua).
¿Por qué se consagran los primogénitos a Adonay tras la salida de Egipto?,Como reconocimiento de que fueron salvados milagrosamente y ahora le pertenecen a Él.
¿Cuál es el propósito de la Torá para un pueblo que ha sido liberado?,Enseñar a un pueblo libre cómo debe comportarse correctamente ante su Creador.
¿Cómo se define el amor según 1 Corintios 13:4-8?,"Es sufrido, benigno, no tiene envidia, no es jactancioso y nunca deja de ser."
¿Qué demuestra que Adonay es 'tu sanador' según Éxodo 15:26?,Que la salud y el bienestar están bajo Su dominio si se obedecen Sus mandamientos.
¿Qué representa la plaga del Nilo convertido en sangre contra las deidades egipcias?,"Que Adonay es la verdadera fuente de la vida, no el río divinizado."
¿Qué implica 'humillar el orgullo' frente a la autoridad de Elohim?,Someterse con humildad a Sus mandatos y aprender de los errores ajenos.
¿Por qué el amor de muchos se enfriará en los tiempos finales según Mateo 24:12?,Debido a la multiplicación de la maldad (anomía o falta de Torá).
¿Qué simboliza el sacrificio del cordero de Pésaj para el pueblo de Israel?,Un pacto de paz (shalom) con el Eterno para ser rescatados de la muerte.
"¿Qué revela que Adonay destruya los ídolos (riquezas, fama, poder) en la vida del creyente?",Su amor incondicional para darnos verdadera libertad espiritual.
¿Cuál es la actitud correcta ante la corrección de Adonay según Proverbios 3:11?,"No menospreciarla ni fatigarse, pues Él corrige a quien ama como un padre a un hijo."
¿Qué enseña la distinción de luz en Gosén y tinieblas en Egipto sobre el juicio divino?,Que Adonay protege a Su pueblo mientras ejecuta juicio sobre la desobediencia.
¿Cómo se describe a Adonay en Salmos 24:1 respecto a Su soberanía?,"Como el dueño de la tierra, su plenitud, el mundo y los que en él habitan."
¿Qué significa que el amor incondicional de Adonay 'no cambia ante los errores'?,Que Su compromiso de redención es completo y no se basa en el desempeño humano.
¿Qué relación existe entre la obediencia a la Torá y la madurez espiritual?,La Torá guía al creyente de la inmadurez a ser un adulto dirigido correctamente por el Padre.
¿Qué demostró Adonay al sol y la luna mediante la plaga de las tinieblas?,Que Él es el Creador que hizo las grandes lumbreras y tiene poder absoluto sobre ellas.
¿Cuál es la advertencia final de la historia del Faraón sobre el endurecimiento?,Que resistirse a la voluntad divina conduce inevitablemente a la destrucción.
¿Qué significa 'sacar a Egipto de nosotros' en términos espirituales?,Eliminar la opresión espiritual y la dependencia de los ídolos mundanos.
¿Por qué el servicio a Adonay no debe ser 'por iniciativa propia'?,"Porque debe realizarse en sintonía, alineación y comunión con Su voluntad expresada."
